VideoId,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,clean_text
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,yeah right white shot black hell break lose black shot black protest maybe start protest black shotting black buy thier story
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,lets steal convenience store lets go punch cop face get shot times lets get black people white apologists run around street setting buildings fire fucking dirty gutter rats living welfare causing violence look rest black people live dirties ebola plague ridden continent lucky white countries come cure dumb asses
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,dude fuck punk police
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,stupid arab police shoot apprehend lmao works attacked
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,plain n simple truth
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,lmfao dude taking like hear talking know saying smh
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,understand anger war answer
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,iz nuffinz
04kJtp6pVXI,1,1,0,1,0,1,1,0,0,0,0,0,ignorant coward full emotion estrogen apathy hell come fuckin racially ambiguous blackwashed loudmouth really chose pathetic man interview
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,motherfucker angry understand
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,let get straight present facts mass media beginning yr old legal aspects adult robs convince store criminal later flees seen aprehended police resists arrest altercation occurs two police every case similar uses force criminal killed killing goes court randomly selected jury views evidence hears witnesses pertain case radom jury reaches unanimous verdict guilty im sorry protestors democracy
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,protestors work living get time
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,people would obey law like normal human beings would never happen winner
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,indictment moving right along
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,act like animals get treated like animals
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,michael smerconish hack
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,sure totally looked factual evidence trial like special treatment hey knew going happen
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,tellin fact steal swisher sweets value life admit racist quit bunch faggott bitches
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,proof blacks victims statistically cops kill whites blacks yet whites see necessary save lives cost places like ferguson lose minds statistically murdered blacks killed blacks whites consisting murderers races whites enslaved blacks first years europeans race started america later enslaved africans began searching north africa establish trade goods natives late whites enslaved first later tables turned boys girls called karma statistically murders us alone blacks despite making entire us population despite whites make us population make murders whites make welfare recipients blacks making seem extreme realize blacks consists whith whites making us meaning individual black person times likely whites use welfare
04kJtp6pVXI,1,1,0,0,0,1,1,0,0,0,0,0,white man finish sentence america needs wake truth murder
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,sure avoid getting guy taxi cab
04kJtp6pVXI,1,1,0,1,1,0,0,0,0,0,0,0,fuck media bassem right find something real investigate exaggerating want views money fuck selfish fucks people disgusting know bare nasty selves
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,cnn youse guys going far tell bad going happen bad going benefit care much money ellen better like rest careful put put russia careful kids
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,guy needs grow
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,1,0,shoot apprehend easier said done evidence presented michael brown still attackin darren shot twice people misconception like movies one gun shot anywhere body disable attacker false belief cases people still attacking running shot times god sake cent shot times alive attacked ft somthing pound person back hard say goin shoot apprehend michael brown copnducted like gentleman happened aggresive piece shit muslim shit head better filled rage answer anything progression comes tolerance violence
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,brown daily killings non whites white cops reality
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,guy hired idiot
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,guy moron
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,cnn touch close idiots people watching comedy reporting lol
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,bassem masri criminal thug psychopath credibility humanity needs locked jail cell time rubber room straight jacket bassem get intellectually dishonest butt community
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,cnn joke
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,wonder police expect happen continually abuse kill people honestly expect public nothing lay back take let cops turn one massive street gang allowed kill without consequence even rat cornered defend
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,want sons death vain let burn bitch stupid fucks destroying livelihoods peaceful protests fucking ass
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,guy hero
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,say sound spitting arab expression
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,wow
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,think indecent unessacerry event one person shot mr brown stole something intirely police officers fault
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,genuine failure leadership president united states nice town ferguson declared state emergency put martial law federal troops stuffed town non residents pushed everyone knew going another riot president want offend black community want anyone else get shot let er burn baby burn seems real leader could ways mr president sir failed reprehensibly accuse
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,anyone know irradiating commercial strawberry seeds mine wont germinate
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,arabs hate black people isis sympathizer wants call community nonsense
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,life understand people think mike brown martyr cause man criminal black people criminals absolutely white criminals hispanic criminals betcha situation exactly races reversed would issue
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,well done
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,old mans way tried forever well worked look
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,u wat im sayin
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,without badge bitch half fuck police
04kJtp6pVXI,1,1,0,0,1,1,1,0,0,0,0,0,arab piece shit acting like gets harrassed parents store yet acts like gets treated like black people lol people steals store moron piece shit
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,people like guy makes america shake head nawamsain fuck
04kJtp6pVXI,1,1,0,1,1,0,0,0,0,0,0,0,police brutality affects everyone black issue made black issue people black tend stop listening end racial profiling police fuck everyone police care color policeman fuck look youtube notice brutality discriminate stop racial bullshit want cops finally held accountable powertripping actions need realize playing whole black black black card makes people black feel less sympathetic every race issues
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,christians rock
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,good cnn anchor ever seen
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,islamic terrorist insighting hatred violence disguise african citizen time american citizens realise true enemy islam black white people
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,fuck cnn corrupt demon worshiping fools
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,guy dumbass claims policed hired thugs took phone shot rounds without evidence back claims
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,mike browns father buy got caught video saying burn bitch reffering ferguson dude interviwing thug given air time
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,brown isused excuse loot take peoples shit destroy neighborhoods haaaa typical ghetto bullshit ya even hood ya ghetto bitches collecting free rent govt fighting govt occupy wall street fagets nothing else go clean highways
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,wtf guy got mugged iphone ferguson video hilarious
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,trayvon martin michael brown common real reason behind riots one dare speak zimmerman case common factors race mongers like al sharpton cnn msnbc whipping black community see racism racism injustice injustice give year two promise another zimmerman michael brown style case bigger question similar case rather face real root cause many problems suffered black americans poverty high crime high black black murder rate far easier turn blind eye point finger shout racism root cause black problems america racism root cause break black american family high number fatherless children growing single parent homes governments statistics reveal children born fatherless homes likely drop school likely history unemployment high chance poverty likely serve time prison list goes look fact black children grow fatherless home compared white children see number begins explain black poverty black crime high amongst blacks america black mothers welfare complied dysfunctional gangster rap culture glorifies promiscuity drug dealers abuse women power gun see problem beginning emerge reason deaths trayvon martin michael brown begin come clear black americans minority dying probably killing needs said black culture violence financed welfare system conclusion like said another race based case sooner latter fact never end long race mongers like sharpton cnn msnbc continue promote idea racism rather disintegration black american family another ferguson around corner
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,many shots disable one man officer felt threatened call backup many shots one man cannot continue threaten another transcript witness evidence released seems questions unanswered answered pray involved might find peace terrible encounter amen
04kJtp6pVXI,1,1,0,0,1,1,0,0,0,0,0,0,thought waste skin catching desert fps make popular guy free people allowed party live bookends country rest libshits would justice know majority real americans despise every way know every day continue exist ying must yang motherjumper
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,wow hole makes cnn interviewer seem reasonable balanced
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,never argue idiot
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,ratchet lol
04kJtp6pVXI,1,1,1,1,0,1,0,0,0,0,1,0,stfu muslim piece shit cops fired ten rounds ass better still lets cut head pour pigs blood throat willing bet dirty fckn islamic bastards set fires even blacks
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,made song addressing ferguson issues today please listen thank tha bigger picture soundcloud listen tha bigger picture kool np soundcloud http soundcloud com derek savage tha bigger picture
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,michael smerconish little bitch like subtly tries insult guy guy laughs really shows low cnn stoop garbage hole cnn become piece ass sucking work michael smerconish guess wonder home watch cnn crap news network
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,thanksgiven christmas owners business looted stole burned good reason none years come people nothing except serve ones burned may god mercy would
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,grand jury amd processor much power justice system amd connections police departments sayin honestly
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,protecting serving us people like michael brown guy deserved killed cry
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,cop shot white guy would riots since shot black guy everyone seems think black look evidence skin color everyone always throws race card crap like
04kJtp6pVXI,1,1,0,1,0,1,1,0,0,0,0,0,find amusing protesters claim fighting racism yet blind racism several reports black people attacking white people couple days ago reported white man beaten death hammer black teens st louis yeah clearly racial intent fucking hypocrites
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,excellent media slaves us wait speak gets lost next tragedy travesty happening going since thee origins usa n body free thee illusion real thee struggle experiencing collision experiment psychological warfare attrition typing always aware baiting allow create helter skelter
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,michael brown rob store assaulted store owner fought police officer darren wilson police window went officer gun shot killed brown shirt saying armed happens criminal activity regardless color skin linch mob mentality get way public pressure facts support browns activity day wonder brown wanted death suicide cop family could sue
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,fucking fuck even defend properly joke
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,wow think going buy bullet proof vest shit black like everybody tryin shoot
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,black officer shot white guy would fine black people racist
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,delusional moron anger justified mike indeed unjustly killed hand mike malicious person shooting justified rioting justified one know happened day riots taking place basis assumptions
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,omg terrorist isis undercover agent americans arrest
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,keep letting real people get front camera truth told purest form
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,criminal kids get shot police almost everyday plus mike brown bad criminal record started fight
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,city full really really really dumb people try reason
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,counties go back middle east counties b
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,people get shot everyday come one thats getting attention
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,history mankind people color creed cultures found way rise ashes oppression self betterment self preservation except blacks please enlighten unknown phenomena
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,fucking douche bag
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,cnn needs hire man real american trouble
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,one feral hoodlum put rest us longer need fear thuggish behavior upset blame parents failed raise right provide proper supervision defective start either way sounds like case quality control thank officer wilson job
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,us government killing population
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,fake cnn bs
04kJtp6pVXI,1,1,1,0,0,1,1,0,0,0,0,0,need get back basics savages riot protest use german shepard shoot animals
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,hell even interviewing guy idiot
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,oh god fucking love arab guy wise words seriously someone open eyes world sees things rare world today big fucking amen guy wake fuck america
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,mr smerconish sir journalist journalists say claim interview object searching mins fame part interview speak direction wanted anything trying defame person illegal definitively serve time go back school truly obvious handle word mouth care critical enough authorities would wait tons paper shows know indeed ran stopped hands air got shot multiple times doubt side happened witnesses says however investigative journalist goes ask people opinion superior get chair go real reporting shame shame cnn hiring professionals
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,arab rapping go ahead bro lol getto
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,dude got knocked phone stolen ferguson
04kJtp6pVXI,1,1,0,0,1,0,0,0,0,0,0,0,bassem masri uneducated idiot listen words coming mouth sounds like stupid little kid sorry please grow fuck learn laws instead repeating freedom speech citizen go ahead bro listen somebody shut guy
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,0,0,white children deserve future tens millions non whites flooding white countries every year decades mean whites minority every country founded black countries remain majority black asian countries remain majority asian white countries affected genocide international law anti whites call genocide call diversity diversity means chasing every last white child anti racist codeword anti white
04kJtp6pVXI,0,0,0,0,0,0,0,0,0,0,0,0,bassem masri well said bro
04kJtp6pVXI,1,1,0,0,0,0,0,0,0,0,0,0,guy idiot best lost already bozo
04kJtp6pVXI,1,1,0,0,1,1,1,0,0,0,0,0,go back period big mouth moron
04kJtp6pVXI,1,0,0,0,0,1,1,0,0,0,1,0,muslims like spit white people brought muslims nggrs still wait big plasma cheap tv looted shop
04kJtp6pVXI,1,0,0,0,0,1,0,0,0,0,1,0,yep muslim bitch
04kJtp6pVXI,1,1,0,1,0,0,0,0,0,0,0,0,masri unemployed
4rCweDxDqdw,0,0,0,0,0,0,0,0,0,0,0,0,wait area majority african americans make since majority people pulled searched arrested area would african american well
4rCweDxDqdw,0,0,0,0,0,0,0,0,0,0,0,0,video liberal propaganda used divide people fuel chaos ferguson stay tuned trial facts deciding evil white people source problems mean straight watch trial fox news cnn msnbc
4rCweDxDqdw,1,0,0,0,0,1,1,0,0,0,0,0,ugly truth talk like thug act like thug walk like thug live like thug die like thug live sword die sword hate player hate game innocent little child walking street got shot back cannot blame parents must look individual case adult kind music listen kind videos view role models environment affect enablers associate importantly accountable actions unfortunately day chose wrong pathway fate cannot rob store call shoplifting heck might well call borrowing without permission first crime probably many unrecorded caught negative actions mike brown mb cannot assault another human without consequences say playing big deal childish get real folks riots looting attacks threats nothing mb culture feel entitled use excuse propaganda find excuse commit crimes name justice peace hands shoot please culture needs stop pants ground pants ground looking like fool pants ground hat turned sideways gold mouth looking like fool pants ground let say race lack justice justice naturally street usually end tragedy result immature respect thug believed could use size intimidate probably school know street real parents around would called mb childish childish behaviors behaviors felonious criminal frank would probably cost life elsewhere different time real parents would stated son wrong store clerk fact evidence shows son assaulted officer posed threat going officer shots fired may son rest peace actions condone consequence due choices actions unconditionally love son however also forgive officer apologize store clerk hope family people move learn actions live dictate consequences positive negative would also like support alternate methods event happen using non lethal weapons rubber bullets taser mace etc truly support change silence violence sugar coat human race need accountable say lastly officer racist shoot mb without rhyme reason fact targeted mb dj black decided gun mb back front even though surrendered peacefully hands raised would side mb support cause unfortunately evidence thus far support paragraph question would still reaction officer female question would still reaction officer black african american question would still reaction mike brown gunned peer race question would still reaction mike brown white question would still end result death mike brown productive home work school running streets people nothing world dangerous sincere ignorance conscientious stupidity martin luther king jr think safe say living dangerous times simple fact proving martin luther king jr quote unfortunately coming race supporting lost cause people cry wolf mj please repost
4rCweDxDqdw,1,0,0,0,0,1,1,0,0,0,0,0,people say blacks play victim according comments fault elected officals racists whites good thing going missouri racist white folks point fingers take punk bitches power goin back racism deport everyone else
4rCweDxDqdw,0,0,0,0,0,0,0,0,0,0,0,0,protest converted riot majority people wanted fooled politicians play serious games common man take care everyone save humanity peace
